epoch,accuracy,loss,val_accuracy,val_loss,source,Model,Augmentasi,Freeze,Learning Rate,Layer,Optimizer
35,0.9985311627388,0.0357185937464237,0.990338146686554,0.0454669706523418,7,Inception,No,None,0.001,1,SGD
36,0.999412477016449,0.0312893316149711,0.9951691031455994,0.044818177819252,7,Inception,No,None,0.001,1,SGD
37,0.999706208705902,0.0300846006721258,0.990338146686554,0.0456557348370552,7,Inception,No,None,0.001,1,SGD
38,0.9988248944282532,0.0326441340148448,0.990338146686554,0.0399647988379001,7,Inception,No,None,0.001,1,SGD
39,0.998237371444702,0.0293844509869813,0.990338146686554,0.0390523672103881,7,Inception,No,None,0.001,1,SGD
40,0.998237371444702,0.0292625520378351,0.990338146686554,0.0367842093110084,7,Inception,No,None,0.001,1,SGD
41,0.9985311627388,0.0269151609390974,0.9855072498321532,0.0449189729988575,7,Inception,No,None,0.001,1,SGD
42,0.9988248944282532,0.0258754342794418,0.9855072498321532,0.0396440625190734,7,Inception,No,None,0.001,1,SGD
43,0.9991186857223512,0.023244459182024,0.990338146686554,0.0353411436080932,7,Inception,No,None,0.001,1,SGD
44,0.999412477016449,0.0240730848163366,0.990338146686554,0.034419871866703,7,Inception,No,None,0.001,1,SGD
45,0.999706208705902,0.0218982174992561,0.990338146686554,0.0365989692509174,7,Inception,No,None,0.001,1,SGD
46,0.999706208705902,0.020261961966753,0.990338146686554,0.0398776121437549,7,Inception,No,None,0.001,1,SGD
47,0.999706208705902,0.0190755687654018,0.9855072498321532,0.0402590744197368,7,Inception,No,None,0.001,1,SGD
48,0.999412477016449,0.0209213010966777,0.9855072498321532,0.03818179666996,7,Inception,No,None,0.001,1,SGD
49,0.9988248944282532,0.0208841748535633,0.9951691031455994,0.0352803356945514,7,Inception,No,None,0.001,1,SGD
0,0.7837837934494019,0.7141889333724976,0.0676328465342521,143.17333984375,8,Inception,No,None,0.001,1,Adam
1,0.9509400725364684,0.1808409094810485,0.5893719792366028,3.6653146743774414,8,Inception,No,None,0.001,1,Adam
2,0.9715040922164916,0.1108140274882316,0.9178743958473206,0.2707661688327789,8,Inception,No,None,0.001,1,Adam
3,0.9726791977882384,0.0915185287594795,0.7101449370384216,1.1942912340164185,8,Inception,No,None,0.001,1,Adam
4,0.9753231406211852,0.0897940918803215,0.937198042869568,0.1721541434526443,8,Inception,No,None,0.001,1,Adam
5,0.9841362833976746,0.0556035824120044,0.8309178948402405,0.6267871856689453,8,Inception,No,None,0.001,1,Adam
6,0.988249123096466,0.0514763891696929,0.966183602809906,0.1262395232915878,8,Inception,No,None,0.001,1,Adam
7,0.9920681715011596,0.025403281673789,0.9855072498321532,0.0655648484826088,8,Inception,No,None,0.001,1,Adam
8,0.9888366460800172,0.0406130440533161,0.9758453965187072,0.0573970600962638,8,Inception,No,None,0.001,1,Adam
9,0.9844300746917723,0.0549912191927433,0.9275362491607666,0.2980549335479736,8,Inception,No,None,0.001,1,Adam
10,0.988249123096466,0.0401958040893077,0.9951691031455994,0.0158132519572973,8,Inception,No,None,0.001,1,Adam
11,0.9947121143341064,0.0307403597980737,0.8888888955116272,0.3472891449928283,8,Inception,No,None,0.001,1,Adam
12,0.9809048175811768,0.0573354363441467,0.9855072498321532,0.0652242079377174,8,Inception,No,None,0.001,1,Adam
13,0.9864864945411682,0.0452019348740577,0.772946834564209,1.0729055404663086,8,Inception,No,None,0.001,1,Adam
14,0.9950058460235596,0.0183803532272577,0.9516907930374146,0.1909904330968856,8,Inception,No,None,0.001,1,Adam
15,0.991480588912964,0.0277658160775899,0.9758453965187072,0.0932571962475776,8,Inception,No,None,0.001,1,Adam
0,0.6833137273788452,1.0352295637130735,0.5603864789009094,6.140310287475586,9,Inception,No,½,0.001,2,Adam
1,0.9083431363105774,0.3055533468723297,0.8695651888847351,0.8254507184028625,9,Inception,No,½,0.001,2,Adam
2,0.9500587582588196,0.1753438264131546,0.937198042869568,0.2603820860385895,9,Inception,No,½,0.001,2,Adam
3,0.9532902240753174,0.1592384576797485,0.9516907930374146,0.2380291670560836,9,Inception,No,½,0.001,2,Adam
4,0.966216206550598,0.1166500449180603,0.9323671460151672,0.2659599781036377,9,Inception,No,½,0.001,2,Adam
5,0.9715040922164916,0.0971159860491752,0.9420289993286132,0.2487417459487915,9,Inception,No,½,0.001,2,Adam
6,0.97972971200943,0.0748697519302368,0.8840579986572266,0.8160468339920044,9,Inception,No,½,0.001,2,Adam
7,0.9820799231529236,0.0617242716252803,0.9516907930374146,0.3285908699035644,9,Inception,No,½,0.001,2,Adam
8,0.9847238659858704,0.0523138716816902,0.946859896183014,0.228113979101181,9,Inception,No,½,0.001,2,Adam
9,0.9811986088752748,0.0717748478055,0.9806763529777528,0.0868946462869644,9,Inception,No,½,0.001,2,Adam
10,0.9850175976753236,0.0538666956126689,0.9710144996643066,0.0884453207254409,9,Inception,No,½,0.001,2,Adam
11,0.9961809515953064,0.0117155592888593,0.990338146686554,0.0241184551268816,9,Inception,No,½,0.001,2,Adam
12,0.9879553318023682,0.0474724136292934,0.9227052927017212,0.3557142615318298,9,Inception,No,½,0.001,2,Adam
13,0.9803172945976256,0.0662877038121223,0.9758453965187072,0.0873883590102195,9,Inception,No,½,0.001,2,Adam
14,0.9817861318588256,0.089636318385601,0.937198042869568,0.3451606333255768,9,Inception,No,½,0.001,2,Adam
15,0.9841362833976746,0.0589592382311821,0.8599033951759338,1.077083706855774,9,Inception,No,½,0.001,2,Adam
16,0.9820799231529236,0.0593398176133632,0.966183602809906,0.1729069650173187,9,Inception,No,½,0.001,2,Adam
