epoch,accuracy,loss,val_accuracy,val_loss,source,Model,Augmentasi,Freeze,Learning Rate,Layer,Optimizer
0,0.052585195749998,3.071349859237671,0.0917874425649643,2.986989974975586,18,VGG,No,½,0.001,2,SGD
1,0.0602232664823532,3.017040729522705,0.0676328465342521,2.972487688064575,18,VGG,No,½,0.001,2,SGD
2,0.0660987049341201,2.990700483322144,0.0579710155725479,2.9505064487457275,18,VGG,No,½,0.001,2,SGD
3,0.0801997631788253,2.963263750076294,0.1159420311450958,2.9112026691436768,18,VGG,No,½,0.001,2,SGD
4,0.0981198623776435,2.920945405960083,0.1449275314807891,2.8468096256256104,18,VGG,No,½,0.001,2,SGD
5,0.1104582846164703,2.865079641342163,0.2946859896183014,2.74601674079895,18,VGG,No,½,0.001,2,SGD
6,0.1521739065647125,2.7565672397613525,0.3188405930995941,2.546449422836304,18,VGG,No,½,0.001,2,SGD
7,0.2153349071741104,2.5568478107452397,0.4106280207633972,2.1885316371917725,18,VGG,No,½,0.001,2,SGD
8,0.2655699253082275,2.3064093589782715,0.5072463750839233,1.9600149393081665,18,VGG,No,½,0.001,2,SGD
9,0.3628084659576416,2.018829345703125,0.6908212304115295,1.4972864389419556,18,VGG,No,½,0.001,2,SGD
10,0.4435957670211792,1.724568009376526,0.7149758338928223,1.080716609954834,18,VGG,No,½,0.001,2,SGD
11,0.5117508769035339,1.472124695777893,0.8164251446723938,0.8957172632217407,18,VGG,No,½,0.001,2,SGD
12,0.5810810923576355,1.244817137718201,0.729468584060669,0.8351508378982544,18,VGG,No,½,0.001,2,SGD
13,0.640423059463501,1.0731379985809326,0.91304349899292,0.4840903282165527,18,VGG,No,½,0.001,2,SGD
14,0.6850763559341431,0.9289578199386596,0.9227052927017212,0.457045316696167,18,VGG,No,½,0.001,2,SGD
15,0.7191539406776428,0.8138942718505859,0.903381645679474,0.3248903453350067,18,VGG,No,½,0.001,2,SGD
16,0.7596944570541382,0.6850575804710388,0.8888888955116272,0.3543587028980255,18,VGG,No,½,0.001,2,SGD
17,0.782021164894104,0.6321814656257629,0.8937197923660278,0.3010290563106537,18,VGG,No,½,0.001,2,SGD
18,0.803760290145874,0.5554981827735901,0.966183602809906,0.2171640396118164,18,VGG,No,½,0.001,2,SGD
19,0.8207990527153015,0.5059931874275208,0.9758453965187072,0.1671361327171325,18,VGG,No,½,0.001,2,SGD
20,0.8534077405929565,0.445294439792633,0.9710144996643066,0.155070275068283,18,VGG,No,½,0.001,2,SGD
21,0.8507637977600098,0.4403681457042694,0.91304349899292,0.2605929672718048,18,VGG,No,½,0.001,2,SGD
22,0.8686838746070862,0.3906631469726562,0.9758453965187072,0.1512981951236724,18,VGG,No,½,0.001,2,SGD
23,0.8713278770446777,0.3712659776210785,0.9806763529777528,0.1286961436271667,18,VGG,No,½,0.001,2,SGD
24,0.8880728483200073,0.3394776880741119,0.9323671460151672,0.2099429368972778,18,VGG,No,½,0.001,2,SGD
25,0.9001175165176392,0.3015166223049164,0.966183602809906,0.1386229246854782,18,VGG,No,½,0.001,2,SGD
26,0.9021739363670348,0.2903778254985809,0.9806763529777528,0.1145648434758186,18,VGG,No,½,0.001,2,SGD
27,0.901292622089386,0.2772961258888244,0.9758453965187072,0.0861959308385849,18,VGG,No,½,0.001,2,SGD
28,0.9153936505317688,0.2589529454708099,0.9758453965187072,0.0940274372696876,18,VGG,No,½,0.001,2,SGD
29,0.9203878045082092,0.2463016659021377,0.9710144996643066,0.1154003217816352,18,VGG,No,½,0.001,2,SGD
30,0.9218566417694092,0.2328304797410965,0.9806763529777528,0.068769171833992,18,VGG,No,½,0.001,2,SGD
31,0.9268507361412048,0.2177455127239227,0.9806763529777528,0.0783855766057968,18,VGG,No,½,0.001,2,SGD
32,0.9371327757835388,0.2009296417236328,0.966183602809906,0.0982997640967369,18,VGG,No,½,0.001,2,SGD
33,0.9427144527435304,0.1844738870859146,0.9806763529777528,0.0603795908391475,18,VGG,No,½,0.001,2,SGD
34,0.9450646042823792,0.1789906322956085,0.9806763529777528,0.0776471495628357,18,VGG,No,½,0.001,2,SGD
35,0.946827232837677,0.1687884628772735,0.9420289993286132,0.1776119023561477,18,VGG,No,½,0.001,2,SGD
36,0.9415393471717834,0.1749768406152725,0.9806763529777528,0.0773489847779274,18,VGG,No,½,0.001,2,SGD
37,0.9471210241317748,0.1661517024040222,0.9855072498321532,0.0747092515230178,18,VGG,No,½,0.001,2,SGD
38,0.9544653296470642,0.1468660980463028,0.9806763529777528,0.0861126333475112,18,VGG,No,½,0.001,2,SGD
0,0.0564042292535305,3.010124921798706,0.0579710155725479,2.9952077865600586,19,VGG,No,½,0.0001,2,Adam
1,0.0502350181341171,2.99582314491272,0.0531400963664054,2.995482444763184,19,VGG,No,½,0.0001,2,Adam
2,0.0481786131858825,2.994114875793457,0.0531400963664054,2.9986088275909424,19,VGG,No,½,0.0001,2,Adam
3,0.0581668615341186,2.992095708847046,0.0821256041526794,2.9680395126342773,19,VGG,No,½,0.0001,2,Adam
4,0.0602232664823532,2.960325241088867,0.0869565233588218,2.889831781387329,19,VGG,No,½,0.0001,2,Adam
5,0.066686250269413,2.939335823059082,0.1062801927328109,2.887328147888184,19,VGG,No,½,0.0001,2,Adam
6,0.0746180936694145,2.912820339202881,0.0917874425649643,2.8649792671203613,19,VGG,No,½,0.0001,2,Adam
7,0.0740305557847023,2.9029831886291504,0.0917874425649643,2.814125299453736,19,VGG,No,½,0.0001,2,Adam
8,0.0837250277400016,2.884237766265869,0.0869565233588218,2.806028127670288,19,VGG,No,½,0.0001,2,Adam
9,0.0954759120941162,2.832488775253296,0.1062801927328109,2.774909734725952,19,VGG,No,½,0.0001,2,Adam
10,0.0896004736423492,2.821512460708618,0.1111111119389534,2.751112699508667,19,VGG,No,½,0.0001,2,Adam
11,0.0969447717070579,2.8000285625457764,0.1400966197252273,2.7408580780029297,19,VGG,No,½,0.0001,2,Adam
12,0.101938895881176,2.774848699569702,0.1497584581375122,2.665177822113037,19,VGG,No,½,0.0001,2,Adam
13,0.1289659291505813,2.6949353218078613,0.1835748851299286,2.412329196929932,19,VGG,No,½,0.0001,2,Adam
14,0.1877203285694122,2.455392360687256,0.256038635969162,2.1238725185394287,19,VGG,No,½,0.0001,2,Adam
15,0.265863686800003,2.167032480239868,0.3719806671142578,1.7420194149017334,19,VGG,No,½,0.0001,2,Adam
16,0.3316686153411865,1.8896644115448,0.4927536249160766,1.3962085247039795,19,VGG,No,½,0.0001,2,Adam
17,0.4080493450164795,1.6213839054107666,0.6811594367027283,1.23663592338562,19,VGG,No,½,0.0001,2,Adam
18,0.5202702879905701,1.4034993648529053,0.695652186870575,1.0131765604019165,19,VGG,No,½,0.0001,2,Adam
19,0.6172150373458862,1.1360259056091309,0.7874395847320557,0.7618273496627808,19,VGG,No,½,0.0001,2,Adam
20,0.6827262043952942,0.9442402124404908,0.7971014380455017,0.6934742331504822,19,VGG,No,½,0.0001,2,Adam
21,0.7549941539764404,0.7668683528900146,0.8743961453437805,0.5254982709884644,19,VGG,No,½,0.0001,2,Adam
22,0.7925969362258911,0.6368510127067566,0.8937197923660278,0.4045189321041107,19,VGG,No,½,0.0001,2,Adam
23,0.8301997780799866,0.5358158946037292,0.9275362491607666,0.3932186961174011,19,VGG,No,½,0.0001,2,Adam
24,0.8672150373458862,0.4208311140537262,0.9710144996643066,0.2248517423868179,19,VGG,No,½,0.0001,2,Adam
25,0.889541745185852,0.3600597679615021,0.9951691031455994,0.1641576439142227,19,VGG,No,½,0.0001,2,Adam
26,0.9171562790870668,0.2919774055480957,0.9806763529777528,0.1430763602256775,19,VGG,No,½,0.0001,2,Adam
27,0.9280258417129515,0.2612271606922149,0.9806763529777528,0.1538494527339935,19,VGG,No,½,0.0001,2,Adam
28,0.9388954043388368,0.1958422064781189,0.990338146686554,0.1043805032968521,19,VGG,No,½,0.0001,2,Adam
29,0.9336075186729432,0.2071804255247116,0.9806763529777528,0.1031912490725517,19,VGG,No,½,0.0001,2,Adam
30,0.946239709854126,0.1764064878225326,0.9855072498321532,0.1250829994678497,19,VGG,No,½,0.0001,2,Adam
31,0.9503525495529176,0.1620091795921325,0.9951691031455994,0.0666588693857193,19,VGG,No,½,0.0001,2,Adam
32,0.9482961297035216,0.1549153327941894,0.9951691031455994,0.0508994311094284,19,VGG,No,½,0.0001,2,Adam
33,0.9506462812423706,0.1603965014219284,0.9855072498321532,0.0968917906284332,19,VGG,No,½,0.0001,2,Adam
34,0.9535840153694152,0.1440185457468032,0.9855072498321532,0.1318167597055435,19,VGG,No,½,0.0001,2,Adam
35,0.9641597867012024,0.1135658770799636,0.9951691031455994,0.0632992312312126,19,VGG,No,½,0.0001,2,Adam
36,0.9659224152565002,0.1153671890497207,1.0,0.0420144535601139,19,VGG,No,½,0.0001,2,Adam
37,0.9615158438682556,0.1241644248366355,0.990338146686554,0.1126529574394226,19,VGG,No,½,0.0001,2,Adam
38,0.97679203748703,0.0857820734381675,0.9855072498321532,0.0820387229323387,19,VGG,No,½,0.0001,2,Adam
39,0.9726791977882384,0.091937132179737,0.9951691031455994,0.073690727353096,19,VGG,No,½,0.0001,2,Adam
40,0.9756169319152832,0.0833824425935745,0.9951691031455994,0.0284306462854146,19,VGG,No,½,0.0001,2,Adam
41,0.9811986088752748,0.0669922083616256,0.990338146686554,0.0560900680720806,19,VGG,No,½,0.0001,2,Adam
42,0.9835487604141236,0.0630499050021171,0.9951691031455994,0.0232487898319959,19,VGG,No,½,0.0001,2,Adam
43,0.988249123096466,0.0481442399322986,0.9951691031455994,0.0519824773073196,19,VGG,No,½,0.0001,2,Adam
44,0.9847238659858704,0.0740003213286399,0.990338146686554,0.0585091896355152,19,VGG,No,½,0.0001,2,Adam
45,0.9803172945976256,0.0762518718838691,0.990338146686554,0.048637181520462,19,VGG,No,½,0.0001,2,Adam
46,0.9926556944847108,0.0349398963153362,0.9951691031455994,0.0212100017815828,19,VGG,No,½,0.0001,2,Adam
47,0.9932432174682616,0.0287737362086772,0.9951691031455994,0.0129844229668378,19,VGG,No,½,0.0001,2,Adam
48,0.9917743802070618,0.0329570136964321,0.9951691031455994,0.0620963461697101,19,VGG,No,½,0.0001,2,Adam
49,0.9926556944847108,0.0321945622563362,0.9951691031455994,0.0176586098968982,19,VGG,No,½,0.0001,2,Adam
0,0.9219154119491576,0.2608620226383209,0.957487940788269,0.126645490527153,2,Inception,Yes,None,0.001,1,Adam
1,0.980728566646576,0.0622727200388908,0.9710144996643066,0.0995005071163177,2,Inception,Yes,None,0.001,1,Adam
2,0.9871915578842164,0.045047789812088,0.9623188376426696,0.1972105652093887,2,Inception,Yes,None,0.001,1,Adam
3,0.986780285835266,0.0468470305204391,0.9400966167449952,0.3112256824970245,2,Inception,Yes,None,0.001,1,Adam
4,0.991480588912964,0.0266732312738895,0.9227052927017212,0.2707667350769043,2,Inception,Yes,None,0.001,1,Adam
5,0.9917156100273132,0.0290410574525594,0.982608675956726,0.0620433948934078,2,Inception,Yes,None,0.001,1,Adam
6,0.9896004796028136,0.0350661054253578,0.981642484664917,0.0528254061937332,2,Inception,Yes,None,0.001,1,Adam
7,0.9938308000564576,0.0206591133028268,0.9603864550590516,0.1187222152948379,2,Inception,Yes,None,0.001,1,Adam
8,0.9965335130691528,0.0139027349650859,0.9449275135993958,0.2149543017148971,2,Inception,Yes,None,0.001,1,Adam
9,0.9901880025863647,0.0348702408373355,0.992270529270172,0.0284729991108179,2,Inception,Yes,None,0.001,1,Adam
10,0.9941245317459106,0.0221258699893951,0.982608675956726,0.0529564321041107,2,Inception,Yes,None,0.001,1,Adam
11,0.9944770932197572,0.0207198392599821,0.9681159257888794,0.1167701929807663,2,Inception,Yes,None,0.001,1,Adam
12,0.9987074136734008,0.0038499471265822,0.9971014261245728,0.0111929662525653,2,Inception,Yes,None,0.001,1,Adam
13,0.9944770932197572,0.0187338534742593,0.9748792052268982,0.1069176420569419,2,Inception,Yes,None,0.001,1,Adam
14,0.9948883652687072,0.0181996040046215,0.9719806909561156,0.0903094559907913,2,Inception,Yes,None,0.001,1,Adam
15,0.9948883652687072,0.0183604452759027,0.992270529270172,0.0136925159022212,2,Inception,Yes,None,0.001,1,Adam
16,0.9978848695755004,0.0070846532471477,0.9990338087081908,0.0033415958750993,2,Inception,Yes,None,0.001,1,Adam
17,0.9965922236442566,0.0126687847077846,0.9961352944374084,0.0110087236389517,2,Inception,Yes,None,0.001,1,Adam
18,0.9962984919548036,0.0144128119572997,0.9690821170806884,0.1437551081180572,2,Inception,Yes,None,0.001,1,Adam
19,0.9972972869873048,0.0102037889882922,0.990338146686554,0.0416098795831203,2,Inception,Yes,None,0.001,1,Adam
20,0.9973560571670532,0.0110389413312077,0.9787439703941344,0.1320398449897766,2,Inception,Yes,None,0.001,1,Adam
21,0.9955934286117554,0.0142690222710371,1.0,0.0017670050729066,2,Inception,Yes,None,0.001,1,Adam
22,0.9964159727096558,0.014056796208024,0.9884058237075806,0.0463357605040073,2,Inception,Yes,None,0.001,1,Adam
23,0.996944785118103,0.0136788943782448,0.9980676174163818,0.0074257063679397,2,Inception,Yes,None,0.001,1,Adam
24,0.9988248944282532,0.0039204596541821,0.9893719553947448,0.060470625758171,2,Inception,Yes,None,0.001,1,Adam
25,0.9995887279510498,0.0012411681236699,0.9980676174163818,0.00360715133138,2,Inception,Yes,None,0.001,1,Adam
26,1.0,0.0001615947840036,0.9990338087081908,0.0021661994978785,2,Inception,Yes,None,0.001,1,Adam
0,0.0613983534276485,3.1193645000457764,0.077294684946537,2.9565563201904297,20,VGG,No,None,0.001,1,SGD
1,0.0881316065788269,2.9496419429779053,0.0917874425649643,2.843433380126953,20,VGG,No,None,0.001,1,SGD
2,0.1580493599176406,2.7550199031829834,0.3768115937709808,2.408052682876587,20,VGG,No,None,0.001,1,SGD
3,0.3122796714305877,2.221367359161377,0.6086956262588501,1.486644625663757,20,VGG,No,None,0.001,1,SGD
4,0.522326648235321,1.4767338037490845,0.7246376872062683,0.8642474412918091,20,VGG,No,None,0.001,1,SGD
5,0.6850763559341431,0.9605919718742372,0.8067632913589478,0.5594267249107361,20,VGG,No,None,0.001,1,SGD
6,0.762338399887085,0.7187208533287048,0.8743961453437805,0.3780218362808227,20,VGG,No,None,0.001,1,SGD
7,0.8237367868423462,0.5327649116516113,0.8260869383811951,0.4395078122615814,20,VGG,No,None,0.001,1,SGD
8,0.8513513803482056,0.4329284727573395,0.9082125425338744,0.2775697708129883,20,VGG,No,None,0.001,1,SGD
9,0.8933607339859009,0.3395130336284637,0.8309178948402405,0.4871595501899719,20,VGG,No,None,0.001,1,SGD
10,0.902761459350586,0.2951510846614837,0.9420289993286132,0.1951817572116851,20,VGG,No,None,0.001,1,SGD
11,0.9189189076423644,0.2485300749540329,0.9710144996643066,0.0888780951499939,20,VGG,No,None,0.001,1,SGD
12,0.9303760528564452,0.2184381783008575,0.9613526463508606,0.1169259473681449,20,VGG,No,None,0.001,1,SGD
13,0.9512338638305664,0.1614033281803131,0.9758453965187072,0.0711253955960273,20,VGG,No,None,0.001,1,SGD
14,0.944477081298828,0.1676182746887207,0.966183602809906,0.1614574640989303,20,VGG,No,None,0.001,1,SGD
15,0.9529964923858644,0.1464616358280182,0.946859896183014,0.1221048012375831,20,VGG,No,None,0.001,1,SGD
16,0.9585781693458556,0.1308897286653518,0.9758453965187072,0.0840267911553382,20,VGG,No,None,0.001,1,SGD
17,0.9641597867012024,0.1050260365009307,0.9758453965187072,0.0574231781065464,20,VGG,No,None,0.001,1,SGD
18,0.9670975208282472,0.1112716421484947,0.9855072498321532,0.0404555723071098,20,VGG,No,None,0.001,1,SGD
19,0.9732667207717896,0.0904249921441078,0.9855072498321532,0.0554264858365058,20,VGG,No,None,0.001,1,SGD
20,0.97972971200943,0.0796112418174743,0.990338146686554,0.0445787608623504,20,VGG,No,None,0.001,1,SGD
21,0.9726791977882384,0.082995593547821,0.9806763529777528,0.045993510633707,20,VGG,No,None,0.001,1,SGD
22,0.9753231406211852,0.0753872394561767,0.9516907930374146,0.129988744854927,20,VGG,No,None,0.001,1,SGD
23,0.9820799231529236,0.063047707080841,0.9855072498321532,0.0374622382223606,20,VGG,No,None,0.001,1,SGD
24,0.9853113889694214,0.0481932833790779,0.990338146686554,0.0782496407628059,20,VGG,No,None,0.001,1,SGD
25,0.9835487604141236,0.0541669949889183,0.946859896183014,0.1475232392549514,20,VGG,No,None,0.001,1,SGD
26,0.9879553318023682,0.0503429770469665,0.990338146686554,0.0271493662148714,20,VGG,No,None,0.001,1,SGD
27,0.9879553318023682,0.0426123589277267,0.9855072498321532,0.0366403087973594,20,VGG,No,None,0.001,1,SGD
28,0.9853113889694214,0.0459892936050891,0.990338146686554,0.0439964532852172,20,VGG,No,None,0.001,1,SGD
29,0.986780285835266,0.0509186014533042,0.9855072498321532,0.0325407348573207,20,VGG,No,None,0.001,1,SGD
30,0.9894242286682128,0.0383143313229084,0.9951691031455994,0.0156821366399526,20,VGG,No,None,0.001,1,SGD
31,0.9879553318023682,0.0400434583425521,0.990338146686554,0.048706829547882,20,VGG,No,None,0.001,1,SGD
32,0.9923619031906128,0.0293969362974166,0.9951691031455994,0.0154985394328832,20,VGG,No,None,0.001,1,SGD
33,0.989130437374115,0.0338334143161773,0.990338146686554,0.020974701270461,20,VGG,No,None,0.001,1,SGD
34,0.9929494857788086,0.0264727100729942,0.990338146686554,0.0225218757987022,20,VGG,No,None,0.001,1,SGD
35,0.991480588912964,0.0317748598754406,0.990338146686554,0.0152156529948115,20,VGG,No,None,0.001,1,SGD
36,0.9929494857788086,0.0259150806814432,0.990338146686554,0.0189516451209783,20,VGG,No,None,0.001,1,SGD
37,0.9920681715011596,0.0238018985837698,0.990338146686554,0.0282523203641176,20,VGG,No,None,0.001,1,SGD
38,0.9932432174682616,0.0239534247666597,0.990338146686554,0.0154687818139791,20,VGG,No,None,0.001,1,SGD
39,0.9929494857788086,0.0224348697811365,0.990338146686554,0.0344914831221103,20,VGG,No,None,0.001,1,SGD
40,0.9935370087623596,0.0271140839904546,0.9855072498321532,0.0356817655265331,20,VGG,No,None,0.001,1,SGD
0,0.8948883414268494,0.4197298288345337,0.9893719553947448,0.0342128612101078,21,Xception,Yes,None,0.0001,1,Adam
1,0.996063470840454,0.0187040884047746,0.992270529270172,0.0229090005159378,21,Xception,Yes,None,0.0001,1,Adam
2,0.9980611205101012,0.0092032346874475,0.9951691031455994,0.0248985737562179,21,Xception,Yes,None,0.0001,1,Adam
3,0.9981786012649536,0.0081585748121142,0.9874396324157716,0.0413366742432117,21,Xception,Yes,None,0.0001,1,Adam
4,0.9992361664772034,0.0039200405590236,0.9980676174163818,0.0074108815751969,21,Xception,Yes,None,0.0001,1,Adam
5,0.9981786012649536,0.0067982412874698,0.9971014261245728,0.007430198136717,21,Xception,Yes,None,0.0001,1,Adam
6,0.9992361664772034,0.0031348769553005,0.9951691031455994,0.0116499103605747,21,Xception,Yes,None,0.0001,1,Adam
7,0.9961809515953064,0.0141598768532276,0.9932367205619812,0.0230621881783008,21,Xception,Yes,None,0.0001,1,Adam
8,0.9979435801506042,0.0069371704012155,0.9874396324157716,0.0545740760862827,21,Xception,Yes,None,0.0001,1,Adam
9,0.9988836646080016,0.0047189239412546,0.9961352944374084,0.0083054695278406,21,Xception,Yes,None,0.0001,1,Adam
0,0.0844300836324691,2.9688055515289307,0.204830914735794,2.8927206993103027,22,Xception,Yes,None,0.001,2,SGD
1,0.2007050514221191,2.755120277404785,0.4280193150043487,2.555124044418335,22,Xception,Yes,None,0.001,2,SGD
2,0.4041715562343597,2.3101818561553955,0.6318840384483337,1.957943081855774,22,Xception,Yes,None,0.001,2,SGD
3,0.587250292301178,1.785756230354309,0.7449275255203247,1.4126487970352173,22,Xception,Yes,None,0.001,2,SGD
4,0.7096357345581055,1.3329421281814575,0.825120747089386,1.0128543376922607,22,Xception,Yes,None,0.001,2,SGD
5,0.7920094132423401,0.9982765913009644,0.8714975714683533,0.7158620953559875,22,Xception,Yes,None,0.001,2,SGD
6,0.8446533679962158,0.7643309831619263,0.9101449251174928,0.5328479409217834,22,Xception,Yes,None,0.001,2,SGD
7,0.8766157627105713,0.6029984354972839,0.92946857213974,0.4138145744800567,22,Xception,Yes,None,0.001,2,SGD
8,0.9092244505882264,0.468138039112091,0.9449275135993958,0.3227857947349548,22,Xception,Yes,None,0.001,2,SGD
9,0.9317861199378968,0.3728238046169281,0.9497584700584412,0.2649886906147003,22,Xception,Yes,None,0.001,2,SGD
10,0.951175093650818,0.2925702035427093,0.9603864550590516,0.2135315537452697,22,Xception,Yes,None,0.001,2,SGD
11,0.9605170488357544,0.2366858124732971,0.9652174115180968,0.1755441278219223,22,Xception,Yes,None,0.001,2,SGD
12,0.9671562910079956,0.1988611221313476,0.9652174115180968,0.1525282114744186,22,Xception,Yes,None,0.001,2,SGD
13,0.9738543033599854,0.1655095070600509,0.9681159257888794,0.1343665421009063,22,Xception,Yes,None,0.001,2,SGD
14,0.9776145815849304,0.1431210339069366,0.9700483083724976,0.1211508810520172,22,Xception,Yes,None,0.001,2,SGD
15,0.9806697964668274,0.1247573643922805,0.9719806909561156,0.1099688336253166,22,Xception,Yes,None,0.001,2,SGD
16,0.9852526187896729,0.1078511923551559,0.9729468822479248,0.1009480655193328,22,Xception,Yes,None,0.001,2,SGD
17,0.9870740175247192,0.095756284892559,0.9729468822479248,0.0930056199431419,22,Xception,Yes,None,0.001,2,SGD
18,0.9883078932762146,0.0855113491415977,0.9748792052268982,0.0867855101823806,22,Xception,Yes,None,0.001,2,SGD
19,0.9892479181289672,0.0757881253957748,0.9768115878105164,0.081851527094841,22,Xception,Yes,None,0.001,2,SGD
20,0.991304337978363,0.0696811601519584,0.9787439703941344,0.0787120461463928,22,Xception,Yes,None,0.001,2,SGD
21,0.9928319454193116,0.0625076442956924,0.9797101616859436,0.0735996589064598,22,Xception,Yes,None,0.001,2,SGD
22,0.993184506893158,0.0576824881136417,0.982608675956726,0.0693208426237106,22,Xception,Yes,None,0.001,2,SGD
23,0.995064616203308,0.0509564578533172,0.9806763529777528,0.0684983730316162,22,Xception,Yes,None,0.001,2,SGD
24,0.9951233863830566,0.0475175976753234,0.981642484664917,0.0658217221498489,22,Xception,Yes,None,0.001,2,SGD
25,0.9958872199058532,0.043285384774208,0.981642484664917,0.0638937279582023,22,Xception,Yes,None,0.001,2,SGD
26,0.9962397217750548,0.0412895753979682,0.981642484664917,0.062238160520792,22,Xception,Yes,None,0.001,2,SGD
27,0.9957696795463562,0.0390084274113178,0.981642484664917,0.060081411153078,22,Xception,Yes,None,0.001,2,SGD
28,0.997121036052704,0.0347517021000385,0.982608675956726,0.0589906834065914,22,Xception,Yes,None,0.001,2,SGD
29,0.9970622658729552,0.0336108170449733,0.981642484664917,0.0583139173686504,22,Xception,Yes,None,0.001,2,SGD
30,0.9972385168075562,0.0312424879521131,0.982608675956726,0.0586481280624866,22,Xception,Yes,None,0.001,2,SGD
31,0.9974148273468018,0.0299278125166893,0.9835748672485352,0.0556746385991573,22,Xception,Yes,None,0.001,2,SGD
32,0.9974735379219056,0.0279978588223457,0.982608675956726,0.0545762032270431,22,Xception,Yes,None,0.001,2,SGD
33,0.9985311627388,0.0252745822072029,0.982608675956726,0.0554482787847518,22,Xception,Yes,None,0.001,2,SGD
34,0.9986486434936525,0.0239867120981216,0.982608675956726,0.0533019676804542,22,Xception,Yes,None,0.001,2,SGD
35,0.9979435801506042,0.0243604909628629,0.982608675956726,0.0520759671926498,22,Xception,Yes,None,0.001,2,SGD
36,0.9982961416244508,0.0228289067745208,0.982608675956726,0.0518648773431777,22,Xception,Yes,None,0.001,2,SGD
37,0.9987074136734008,0.0208998415619134,0.982608675956726,0.050249233841896,22,Xception,Yes,None,0.001,2,SGD
38,0.998413622379303,0.0212385319173336,0.982608675956726,0.0512515231966972,22,Xception,Yes,None,0.001,2,SGD
39,0.9989424347877502,0.0201025791466236,0.9835748672485352,0.050711840391159,22,Xception,Yes,None,0.001,2,SGD
40,0.9987661838531494,0.018385162577033,0.982608675956726,0.0502736121416091,22,Xception,Yes,None,0.001,2,SGD
41,0.9988836646080016,0.0178836118429899,0.982608675956726,0.0494710803031921,22,Xception,Yes,None,0.001,2,SGD
42,0.999294936656952,0.0172986164689064,0.9835748672485352,0.0487209074199199,22,Xception,Yes,None,0.001,2,SGD
43,0.9991186857223512,0.0166938714683055,0.982608675956726,0.0485262349247932,22,Xception,Yes,None,0.001,2,SGD
44,0.999001145362854,0.0160967092961072,0.982608675956726,0.0468238480389118,22,Xception,Yes,None,0.001,2,SGD
45,0.999412477016449,0.0153416218236088,0.9845410585403442,0.0471198931336402,22,Xception,Yes,None,0.001,2,SGD
46,0.9994711875915528,0.0148316659033298,0.9835748672485352,0.0464930012822151,22,Xception,Yes,None,0.001,2,SGD
47,0.9991186857223512,0.0146257914602756,0.9855072498321532,0.0463106594979763,22,Xception,Yes,None,0.001,2,SGD
48,0.999412477016449,0.0137041378766298,0.9845410585403442,0.0473496168851852,22,Xception,Yes,None,0.001,2,SGD
49,0.9990599155426024,0.0137950954958796,0.9864734411239624,0.0445462949573993,22,Xception,Yes,None,0.001,2,SGD
0,0.918860137462616,0.2765996754169464,0.9700483083724976,0.1193882450461387,23,Xception,Yes,None,0.001,2,Adam
1,0.9806697964668274,0.0665627941489219,0.9797101616859436,0.0737229660153389,23,Xception,Yes,None,0.001,2,Adam
2,0.9862514734268188,0.0484399273991584,0.966183602809906,0.1465199291706085,23,Xception,Yes,None,0.001,2,Adam
3,0.9837250113487244,0.0645162612199783,0.991304337978363,0.0302459225058555,23,Xception,Yes,None,0.001,2,Adam
4,0.9912455677986144,0.0311171784996986,0.9971014261245728,0.0108171114698052,23,Xception,Yes,None,0.001,2,Adam
5,0.9911868572235109,0.032446913421154,0.8966183662414551,0.8710803389549255,23,Xception,Yes,None,0.001,2,Adam
6,0.9916568994522096,0.0342466719448566,0.9884058237075806,0.0571599416434764,23,Xception,Yes,None,0.001,2,Adam
7,0.9915981292724608,0.0331266894936561,0.947826087474823,0.1592447906732559,23,Xception,Yes,None,0.001,2,Adam
8,0.9955934286117554,0.0161317344754934,0.9758453965187072,0.1039431318640708,23,Xception,Yes,None,0.001,2,Adam
9,0.99289071559906,0.0297630298882722,0.9739130139350892,0.1215707585215568,23,Xception,Yes,None,0.001,2,Adam
0,0.8804348111152649,0.4322388768196106,0.990338146686554,0.030502388253808,24,Xception,Yes,None,0.0001,2,Adam
1,0.9957109093666076,0.0183541867882013,0.9884058237075806,0.0379059538245201,24,Xception,Yes,None,0.0001,2,Adam
2,0.9955346584320068,0.0152101758867502,0.9855072498321532,0.0520199909806251,24,Xception,Yes,None,0.0001,2,Adam
3,0.996827244758606,0.0119447326287627,0.9971014261245728,0.0122499801218509,24,Xception,Yes,None,0.0001,2,Adam
4,0.9958284497261048,0.0160860791802406,0.991304337978363,0.0344912037253379,24,Xception,Yes,None,0.0001,2,Adam
5,0.997826099395752,0.0078789964318275,0.9961352944374084,0.008799210190773,24,Xception,Yes,None,0.0001,2,Adam
6,0.9995299577713012,0.0024353743065148,0.9971014261245728,0.0148052489385008,24,Xception,Yes,None,0.0001,2,Adam
7,0.999294936656952,0.0022108668927103,0.9864734411239624,0.044426005333662,24,Xception,Yes,None,0.0001,2,Adam
8,0.995064616203308,0.0188860557973384,0.9971014261245728,0.0082151005044579,24,Xception,Yes,None,0.0001,2,Adam
9,0.999294936656952,0.0025175479240715,0.9951691031455994,0.0280835162848234,24,Xception,Yes,None,0.0001,2,Adam
10,0.999706208705902,0.0014137011021375,1.0,0.0011181241134181,24,Xception,Yes,None,0.0001,2,Adam
11,0.999706208705902,0.0013449839316308,0.9961352944374084,0.0184214524924755,24,Xception,Yes,None,0.0001,2,Adam
